locationID,georeferenceVerificationStatus,georeferencedBy,georeferencedDate,georeferenceRemarks,geodeticDatum,georeferenceProtocol,georeferenceSources,decimalLongitude,decimalLatitude,coordinateUncertaintyInMeters,correctedUncertaintyRadiusCircularPolygonWKT,correctedUncertaintyPolygonWKT,dateImported
6009,corrected,nafamoso,2016-11-19 23:46:18,,,,,-124.061493,44.648649,969,,,2021-04-22 12:37:03
6750,low precisison,,NULL,Based on SANTA ROSA HILLS,WGS84,GeoLocate,LACMIP (batch)|GeoLocate (batch),-120.28432,34.56665,NULL,,,2021-04-22 12:37:03
6763,low precisison,,NULL,Based on EL JARO CREEK->snapped to El Jaro Creek,WGS84,GeoLocate,LACMIP (batch)|GeoLocate (batch),-120.40771,34.58407,NULL,,,2021-04-22 12:37:03
6775,low precisison,,NULL,Based on GRIMES CANYON,WGS84,GeoLocate,LACMIP (batch)|GeoLocate (batch),-118.91982,34.37139,NULL,,,2021-04-22 12:37:03
6776,low precisison,,NULL,Based on WILEY CANYON,WGS84,GeoLocate,LACMIP (batch)|GeoLocate (batch),-118.83065,34.38222,NULL,,,2021-04-22 12:37:03
6797,low precisison,,NULL,Based on SANTA YNEZ,WGS84,GeoLocate,LACMIP (batch)|GeoLocate (batch),-120.07987,34.61443,NULL,,,2021-04-22 12:37:03
6800,low precisison,,NULL,Based on (g1)Santa Monica,WGS84,GeoLocate,LACMIP (batch)|GeoLocate (batch),-118.5075,34.00194,NULL,,,2021-04-22 12:37:03
6803,low precisison,,NULL,Based on PLANO TRABUCO,WGS84,GeoLocate,LACMIP (batch)|GeoLocate (batch),-117.59283,33.64363,NULL,,,2021-04-22 12:37:03
6834,low precisison,,NULL,Based on RESORT POINT,WGS84,GeoLocate,LACMIP (batch)|GeoLocate (batch),-118.42369,33.76696,NULL,,,2021-04-22 12:37:03
6836,low precisison,,NULL,Based on POINT FERMIN,WGS84,GeoLocate,LACMIP (batch)|GeoLocate (batch),-118.29396,33.70502,NULL,,,2021-04-22 12:37:03
6952,low precisison,,NULL,Based on MONTEBELLO,WGS84,GeoLocate,LACMIP (batch)|GeoLocate (batch),-118.10528,34.00944,NULL,,,2021-04-22 12:37:03
7002,corrected,rbosnyak,2017-09-19 17:13:00,[Remarks: Plotted at Holcomb],,,,-123.617378,46.572047,3000,"POLYGON ((-123.620790374416 46.5989317103792, -123.624176740132 46.5986242552328, -123.627511287552 46.598114434328, -123.630768603729 46.597406133247, -123.633923866838 46.5965047501187, -123.636953036053 46.5954171543167, -123.63983303811 46.5941516366155, -123.642541934218 46.59271783584, -123.645059099712 46.5911266787336, -123.647365374123 46.5893902880842, -123.649443208716 46.5875218919916, -123.651276799947 46.5855357227946, -123.652852209422 46.5834469083674, -123.654157469484 46.5812713566256, -123.655182673618 46.5790256341292, -123.65592005101 46.5767268397194, -123.656364024729 46.5743924741573, -123.656511253107 46.5720403067645, -123.656360654036 46.5696882400854, -123.65591341204 46.5673541736042, -123.655172968093 46.565055867555, -123.654144992302 46.5628108078605, -123.652837339694 46.5606360732228, -123.651259989483 46.5585482053749, -123.649424968293 46.5565630834708, -123.647346257966 46.5546958035635, -123.645039688657 46.552960564077, -123.642522818059 46.5513705581336, -123.639814797683 46.5499378735436, -123.636936225609 46.5486734031089, -123.633908997121 46.5475867538897, -123.630756126551 46.5466861878697, -123.627501582028 46.5459785495946, -123.624170101162 46.5454692170537, -123.620787003722 46.5451620609904, -123.617378 46.545059415623, -123.613968996278 46.5451620609904, -123.610585898838 46.5454692170537, -123.607254417972 46.5459785495946, -123.603999873449 46.5466861878697, -123.600847002879 46.5475867538897, -123.597819774391 46.5486734031089, -123.594941202317 46.5499378735436, -123.592233181941 46.5513705581336, -123.589716311343 46.552960564077, -123.587409742034 46.5546958035635, -123.585331031707 46.5565630834708, -123.583496010517 46.5585482053749, -123.581918660306 46.5606360732228, -123.580611007699 46.5628108078605, -123.579583031907 46.565055867555, -123.57884258796 46.5673541736042, -123.578395345964 46.5696882400854, -123.578244746893 46.5720403067645, -123.578391975271 46.5743924741573, -123.57883594899 46.5767268397194, -123.579573326382 46.5790256341292, -123.580598530516 46.5812713566256, -123.581903790578 46.5834469083674, -123.583479200053 46.5855357227946, -123.585312791284 46.5875218919916, -123.587390625877 46.5893902880842, -123.589696900288 46.5911266787336, -123.592214065782 46.59271783584, -123.59492296189 46.5941516366155, -123.597802963947 46.5954171543167, -123.600832133162 46.5965047501187, -123.603987396271 46.597406133247, -123.607244712448 46.598114434328, -123.610579259868 46.5986242552328, -123.613965625585 46.5989317103792, -123.617378 46.5990344564611, -123.620790374416 46.5989317103792))",,2021-04-22 12:37:03
7120,corrected,rbosnyak,2017-09-18 17:07:00,[Remarks: Plotted according to TRS information. Near Cowlitz River and Vader],,,,-122.9378,46.4086,1000,"POLYGON ((-122.938933681172 46.4175618528553, -122.940058730108 46.417459398223, -122.941166580394 46.4172895075113, -122.942248796752 46.4170534742942, -122.943297139357 46.4167530957502, -122.944303626654 46.4163906589638, -122.945260596197 46.4159689234917, -122.946160763042 46.4154911003263, -122.946997275258 46.4149608274187, -122.947763766107 46.4143821419468, -122.948454406564 46.4137594514974, -122.949063934675 46.4130974927829, -122.949587716357 46.4124013067638, -122.950021767752 46.4116761930265, -122.950362788469 46.4109276711523, -122.950608186613 46.4101614386779, -122.950756098404 46.4093833277089, -122.950805402243 46.4085992605155, -122.950755727126 46.4078152044485, -122.950607455339 46.4070371265209, -122.950361719418 46.4062709479985, -122.950020393406 46.405522499348, -122.949586078475 46.4047974758811, -122.949062083023 46.4041013944362, -122.948452397404 46.4034395514224, -122.947761660493 46.402816984282, -122.94699513716 46.4022384259855, -122.946158657426 46.4017082802536, -122.945258587041 46.4012305803999, -122.944301775005 46.4008089606287, -122.943295501477 46.400446628417, -122.942247422407 46.4001463401438, -122.941165511343 46.3999103801507, -122.940057998834 46.3997405433915, -122.938933309894 46.3996381218007, -122.9378 46.3996038944836, -122.936666690106 46.3996381218007, -122.935542001166 46.3997405433915, -122.934434488657 46.3999103801507, -122.933352577593 46.4001463401438, -122.932304498523 46.400446628417, -122.931298224995 46.4008089606287, -122.930341412959 46.4012305803999, -122.929441342574 46.4017082802536, -122.92860486284 46.4022384259855, -122.927838339507 46.402816984282, -122.927147602596 46.4034395514224, -122.926537916977 46.4041013944362, -122.926013921525 46.4047974758811, -122.925579606594 46.405522499348, -122.925238280582 46.4062709479985, -122.924992544661 46.4070371265209, -122.924844272874 46.4078152044485, -122.924794597757 46.4085992605155, -122.924843901596 46.4093833277089, -122.924991813387 46.4101614386778, -122.925237211531 46.4109276711523, -122.925578232248 46.4116761930265, -122.926012283643 46.4124013067638, -122.926536065325 46.4130974927829, -122.927145593436 46.4137594514974, -122.927836233893 46.4143821419468, -122.928602724742 46.4149608274187, -122.929439236958 46.4154911003263, -122.930339403803 46.4159689234917, -122.931296373345 46.4163906589638, -122.932302860643 46.4167530957502, -122.933351203248 46.4170534742942, -122.934433419606 46.4172895075113, -122.935541269892 46.417459398223, -122.936666318828 46.4175618528553, -122.9378 46.4175960912989, -122.938933681172 46.4175618528553))",,2021-04-22 12:37:03
7276,low precisison,Ken Gourley,NULL,Standard uncertainty of 270 meters based on GeoLocate error measurement for two quarter sections.,NAD27,"Calculated using AllTopo software, based on TRS coordinates.",(original)|AllTopo Maps V7 (Igage Mapping Corp.),-118.73199,34.24792,270,,,2021-04-22 12:37:03
7373,corrected,rbosnyak,2017-11-30 17:25:00,[Remarks: Plotted according to UWBM 353 Lat/Long information],,,,-122.867476,47.807115,1000,"POLYGON ((-122.868639780029 47.8160746543847, -122.869794698415 47.8159722240238, -122.870931961095 47.8158023735833, -122.87204290864 47.8155663963655, -122.873119082291 47.8152660891696, -122.874152288447 47.8149037385939, -122.875134661128 47.8144821036029, -122.87605872192 47.8140043944945, -122.876917436963 47.8134742484242, -122.877704274281 47.8128957038007, -122.878413239648 47.8122731612192, -122.879038941354 47.8116113619334, -122.879576619365 47.8109153440194, -122.880022184256 47.8101904058444, -122.880372248243 47.809442065705, -122.880624150879 47.8086760197969, -122.880775979179 47.8078980988367, -122.880826582059 47.8071142236674, -122.880775578958 47.8063303601848, -122.880623362596 47.8055524739296, -122.880371095851 47.8047864846901, -122.880020702769 47.8040382214613, -122.879574853798 47.8033133781018, -122.879036945352 47.8026174700275, -122.878411073859 47.8019557922681, -122.877702004511 47.8013333792071, -122.876915132185 47.8007549681595, -122.876056452156 47.8002249556682, -122.875132495343 47.7997473760802, -122.874150292449 47.7993258626157, -122.873117316726 47.7989636218798, -122.872041427155 47.7986634094999, -122.870930808703 47.798427509193, -122.869793910133 47.7982577154214, -122.868639379807 47.7981553197656, -122.867476 47.7981211011173, -122.866312620193 47.7981553197656, -122.865158089867 47.7982577154214, -122.864021191297 47.798427509193, -122.862910572845 47.7986634094999, -122.861834683274 47.7989636218798, -122.860801707551 47.7993258626157, -122.859819504657 47.7997473760802, -122.858895547844 47.8002249556682, -122.858036867815 47.8007549681595, -122.857249995489 47.8013333792071, -122.856540926141 47.8019557922681, -122.855915054648 47.8026174700275, -122.855377146202 47.8033133781018, -122.854931297231 47.8040382214613, -122.854580904149 47.8047864846901, -122.854328637404 47.8055524739296, -122.854176421042 47.8063303601848, -122.854125417941 47.8071142236674, -122.854176020821 47.8078980988367, -122.854327849121 47.8086760197969, -122.854579751757 47.809442065705, -122.854929815745 47.8101904058444, -122.855375380635 47.8109153440194, -122.855913058646 47.8116113619334, -122.856538760352 47.8122731612192, -122.857247725719 47.8128957038007, -122.858034563037 47.8134742484242, -122.85889327808 47.8140043944945, -122.859817338872 47.8144821036029, -122.860799711553 47.8149037385939, -122.861832917709 47.8152660891696, -122.86290909136 47.8155663963655, -122.864020038905 47.8158023735833, -122.865157301585 47.8159722240238, -122.866312219971 47.8160746543847, -122.867476 47.8161088847197, -122.868639780029 47.8160746543847))",,2021-04-22 12:37:03
7393,corrected,rbosnyak,2017-09-19 17:35:00,[Remarks: Plotted on W bank of Olequa Creek just NW of Vader],,,,-122.96437,46.402447,1000,"POLYGON ((-122.965503553677 46.4114088625435, -122.96662847609 46.4113064078041, -122.967736201788 46.4111365169148, -122.968818296445 46.4109004834507, -122.969866521161 46.410600104592, -122.970872895281 46.4102376674255, -122.971829757219 46.4098159315102, -122.972729822852 46.4093381078418, -122.973566241019 46.4088078343749, -122.974332645698 46.4082291482912, -122.975023208517 46.4076064571806, -122.975632668118 46.4069444977632, -122.976156390937 46.4062483110028, -122.976590393561 46.4055231964917, -122.976931375972 46.4047746738163, -122.977176746563 46.4040084405195, -122.977324641763 46.4032303287131, -122.977373940099 46.4024462606734, -122.977324270607 46.4016622037578, -122.977176015528 46.4008841249855, -122.97693030727 46.4001179456292, -122.976589019665 46.3993694961618, -122.97615475359 46.3986444719015, -122.975630817072 46.3979483896929, -122.975021200015 46.3972865459512, -122.974330540773 46.3966639781228, -122.973564103621 46.3960854191872, -122.972727717925 46.3955552728685, -122.97182774872 46.3950775724852, -122.970871044237 46.3946559522459, -122.969864883817 46.3942936196314, -122.968816922549 46.393993331024, -122.967735133087 46.3937573707682, -122.966627745055 46.3935875338197, -122.965503182521 46.3934851121147, -122.96437 46.3934508847594, -122.963236817479 46.3934851121147, -122.962112254945 46.3935875338197, -122.961004866913 46.3937573707682, -122.959923077451 46.393993331024, -122.958875116183 46.3942936196314, -122.957868955763 46.3946559522459, -122.956912251281 46.3950775724852, -122.956012282075 46.3955552728685, -122.955175896379 46.3960854191872, -122.954409459227 46.3966639781229, -122.953718799985 46.3972865459512, -122.953109182928 46.3979483896929, -122.95258524641 46.3986444719015, -122.952150980335 46.3993694961618, -122.95180969273 46.4001179456292, -122.951563984472 46.4008841249855, -122.951415729393 46.4016622037578, -122.951366059901 46.4024462606734, -122.951415358237 46.4032303287131, -122.951563253437 46.4040084405195, -122.951808624028 46.4047746738163, -122.952149606439 46.4055231964917, -122.952583609063 46.4062483110028, -122.953107331882 46.4069444977632, -122.953716791483 46.4076064571806, -122.954407354302 46.4082291482912, -122.955173758981 46.4088078343749, -122.956010177148 46.4093381078418, -122.956910242781 46.4098159315102, -122.957867104719 46.4102376674255, -122.958873478839 46.410600104592, -122.959921703555 46.4109004834507, -122.961003798212 46.4111365169148, -122.96211152391 46.4113064078041, -122.963236446323 46.4114088625435, -122.96437 46.4114431010229, -122.965503553677 46.4114088625435))",,2021-04-22 12:37:03
7394,corrected,rbosnyak,2017-09-18 17:07:00,[Remarks: Plotted according to TRS information. Near Cowlitz River and Vader],,,,-122.9378,46.4086,1000,"POLYGON ((-122.938933681172 46.4175618528553, -122.940058730108 46.417459398223, -122.941166580394 46.4172895075113, -122.942248796752 46.4170534742942, -122.943297139357 46.4167530957502, -122.944303626654 46.4163906589638, -122.945260596197 46.4159689234917, -122.946160763042 46.4154911003263, -122.946997275258 46.4149608274187, -122.947763766107 46.4143821419468, -122.948454406564 46.4137594514974, -122.949063934675 46.4130974927829, -122.949587716357 46.4124013067638, -122.950021767752 46.4116761930265, -122.950362788469 46.4109276711523, -122.950608186613 46.4101614386779, -122.950756098404 46.4093833277089, -122.950805402243 46.4085992605155, -122.950755727126 46.4078152044485, -122.950607455339 46.4070371265209, -122.950361719418 46.4062709479985, -122.950020393406 46.405522499348, -122.949586078475 46.4047974758811, -122.949062083023 46.4041013944362, -122.948452397404 46.4034395514224, -122.947761660493 46.402816984282, -122.94699513716 46.4022384259855, -122.946158657426 46.4017082802536, -122.945258587041 46.4012305803999, -122.944301775005 46.4008089606287, -122.943295501477 46.400446628417, -122.942247422407 46.4001463401438, -122.941165511343 46.3999103801507, -122.940057998834 46.3997405433915, -122.938933309894 46.3996381218007, -122.9378 46.3996038944836, -122.936666690106 46.3996381218007, -122.935542001166 46.3997405433915, -122.934434488657 46.3999103801507, -122.933352577593 46.4001463401438, -122.932304498523 46.400446628417, -122.931298224995 46.4008089606287, -122.930341412959 46.4012305803999, -122.929441342574 46.4017082802536, -122.92860486284 46.4022384259855, -122.927838339507 46.402816984282, -122.927147602596 46.4034395514224, -122.926537916977 46.4041013944362, -122.926013921525 46.4047974758811, -122.925579606594 46.405522499348, -122.925238280582 46.4062709479985, -122.924992544661 46.4070371265209, -122.924844272874 46.4078152044485, -122.924794597757 46.4085992605155, -122.924843901596 46.4093833277089, -122.924991813387 46.4101614386778, -122.925237211531 46.4109276711523, -122.925578232248 46.4116761930265, -122.926012283643 46.4124013067638, -122.926536065325 46.4130974927829, -122.927145593436 46.4137594514974, -122.927836233893 46.4143821419468, -122.928602724742 46.4149608274187, -122.929439236958 46.4154911003263, -122.930339403803 46.4159689234917, -122.931296373345 46.4163906589638, -122.932302860643 46.4167530957502, -122.933351203248 46.4170534742942, -122.934433419606 46.4172895075113, -122.935541269892 46.417459398223, -122.936666318828 46.4175618528553, -122.9378 46.4175960912989, -122.938933681172 46.4175618528553))",,2021-04-22 12:37:03
7399,corrected,rbosnyak,2017-10-30 17:12:00,[Remarks: Plotted according to UWBM 343 Lat/Long information],,,,-123.0203,46.2084,1000,"POLYGON ((-123.021429554251 46.2173621681309, -123.022550507719 46.2172597100144, -123.023654325205 46.2170898135218, -123.024732602163 46.2168537722662, -123.025777128788 46.2165533834807, -123.026779952596 46.2161909343199, -123.02773343905 46.2157691844254, -123.028630329732 46.2152913448899, -123.029463797656 46.214761053779, -123.030227499256 46.2141823483986, -123.030915626614 46.2135596364282, -123.031522937107 46.2128976548369, -123.032044813411 46.2122014446977, -123.032477286141 46.2114763057728, -123.032817066892 46.2107277578275, -123.033061573167 46.2099614985913, -123.033208947933 46.2091833603692, -123.033258073635 46.2083992656361, -123.03320858058 46.2076151819517, -123.033060849625 46.2068370765398, -123.032816009144 46.2060708708783, -123.032475926327 46.2053223956444, -123.032043192847 46.2045973463583, -123.031521105034 46.203901240062, -123.030913638698 46.2032393733619, -123.030225415905 46.2026167838378, -123.029461682165 46.2020382047433, -123.02862824638 46.2015080399184, -123.027731451137 46.2010303228321, -123.026778120526 46.2006086878292, -123.025775508225 46.2002463425114, -123.024731242349 46.1999460433653, -123.023653267457 46.1997100748215, -123.022549784177 46.199540231904, -123.021429186899 46.1994378065979, -123.0203 46.1994035780389, -123.019170813101 46.1994378065979, -123.018050215823 46.199540231904, -123.016946732543 46.1997100748215, -123.015868757651 46.1999460433653, -123.014824491775 46.2002463425114, -123.013821879474 46.2006086878292, -123.012868548863 46.2010303228321, -123.01197175362 46.2015080399184, -123.011138317835 46.2020382047433, -123.010374584095 46.2026167838378, -123.009686361302 46.2032393733619, -123.009078894966 46.203901240062, -123.008556807153 46.2045973463583, -123.008124073673 46.2053223956444, -123.007783990856 46.2060708708783, -123.007539150375 46.2068370765398, -123.00739141942 46.2076151819517, -123.007341926365 46.2083992656361, -123.007391052067 46.2091833603692, -123.007538426833 46.2099614985913, -123.007782933108 46.2107277578275, -123.008122713859 46.2114763057727, -123.008555186589 46.2122014446977, -123.009077062893 46.2128976548369, -123.009684373386 46.2135596364282, -123.010372500744 46.2141823483986, -123.011136202344 46.214761053779, -123.011969670268 46.2152913448899, -123.01286656095 46.2157691844254, -123.013820047404 46.2161909343199, -123.014822871212 46.2165533834807, -123.015867397837 46.2168537722662, -123.016945674795 46.2170898135218, -123.018049492281 46.2172597100144, -123.019170445749 46.2173621681309, -123.0203 46.2173964077385, -123.021429554251 46.2173621681309))",,2021-04-22 12:37:03
7405,corrected,rbosnyak,2017-09-18 18:37:00,[Remarks: Plotted on Olequa Creek just W outside of Vader],,,,-122.96486,46.402608,1300,"POLYGON ((-122.966333696528 46.4142584160342, -122.967796170178 46.4141252184319, -122.969236283697 46.4139043497585, -122.970643070426 46.4135974919814, -122.972005817955 46.4132069818694, -122.973314149837 46.4127357931703, -122.974558104717 46.4121875139311, -122.975728212275 46.4115663191319, -122.976815565404 46.4108769388447, -122.977811891956 46.4101246244165, -122.978709603533 46.4093150996968, -122.979501872608 46.4084545299225, -122.98018267257 46.4075494667756, -122.980746826237 46.4066068003447, -122.981190045134 46.4056337066269, -122.981508961974 46.4046375928609, -122.981701156109 46.4036260411109, -122.981765171752 46.4026067505311, -122.981700528849 46.4015874787511, -122.981507726514 46.4005759828291, -122.981188239012 46.399579960223, -122.980744504331 46.3986069902272, -122.980179905431 46.3976644763212, -122.979498744313 46.3967595898676, -122.978706209135 46.3958992155865, -122.977808334591 46.3950898992196, -122.97681195317 46.3943377996683, -122.975724654918 46.3936486342627, -122.974554710325 46.3930276478166, -122.973311021547 46.3924795640708, -122.972003050818 46.3920085520657, -122.970640748522 46.3916181944793, -122.969234477577 46.391311460425, -122.967794934719 46.391090682912, -122.966333069269 46.390957541138, -122.96486 46.3909130477455, -122.963386930731 46.390957541138, -122.961925065281 46.391090682912, -122.960485522423 46.391311460425, -122.959079251478 46.3916181944793, -122.957716949182 46.3920085520657, -122.956408978453 46.3924795640708, -122.955165289675 46.3930276478166, -122.953995345082 46.3936486342627, -122.95290804683 46.3943377996683, -122.951911665409 46.3950898992196, -122.951013790866 46.3958992155865, -122.950221255687 46.3967595898676, -122.949540094569 46.3976644763213, -122.948975495669 46.3986069902272, -122.948531760988 46.399579960223, -122.948212273486 46.4005759828291, -122.948019471151 46.4015874787511, -122.947954828248 46.4026067505311, -122.948018843892 46.4036260411109, -122.948211038026 46.4046375928609, -122.948529954866 46.4056337066269, -122.948973173763 46.4066068003447, -122.94953732743 46.4075494667756, -122.950218127392 46.4084545299225, -122.951010396467 46.4093150996968, -122.951908108044 46.4101246244165, -122.952904434596 46.4108769388447, -122.953991787725 46.4115663191319, -122.955161895283 46.4121875139311, -122.956405850163 46.4127357931703, -122.957714182045 46.4132069818694, -122.959076929574 46.4135974919814, -122.960483716303 46.4139043497585, -122.961923829822 46.4141252184319, -122.963386303472 46.4142584160342, -122.96486 46.4143029282266, -122.966333696528 46.4142584160342))",,2021-04-22 12:37:03
7408,corrected,rbosnyak,2017-10-30 17:15:00,[Remarks: Plotted near Inman-Polson camp according to TRS information from PRI 6776],,,,-123.040198,46.235881,1000,"POLYGON ((-123.041328118142 46.2448431248478, -123.042449631203 46.2447406672096, -123.043553999719 46.2445707715108, -123.044632814946 46.2443347313589, -123.045677862975 46.2440343439795, -123.046681187353 46.2436718965177, -123.047635149726 46.2432501486034, -123.048532488055 46.2427723113155, -123.049366371942 46.2422420227038, -123.050130454657 46.2416633200569, -123.050818925398 46.2410406110412, -123.051426538901 46.2403786325907, -123.05194867555 46.2396824257631, -123.052381363985 46.2389572902962, -123.052721314162 46.2382087459302, -123.052965942299 46.2374424903681, -123.053113390443 46.2366643558876, -123.053162540486 46.2358802649354, -123.053113022555 46.2350961850425, -123.052965217702 46.2343180834038, -123.052720254871 46.233551881468, -123.052380002187 46.2328034098836, -123.051947052622 46.232078364142, -123.051424704155 46.2313822612573, -123.050816934583 46.2307203978088, -123.050128368268 46.2300978113575, -123.049364253366 46.2295192351181, -123.048530401663 46.2289890729142, -123.047633158914 46.2285113581934, -123.04667935261 46.2280897252815, -123.045676240049 46.2277273817628, -123.044631453149 46.2274270841092, -123.043552940429 46.2271911167392, -123.042448906606 46.2270212746671, -123.041327750254 46.226918849871, -123.040198 46.2268846214825, -123.039068249746 46.226918849871, -123.037947093394 46.2270212746671, -123.036843059571 46.2271911167392, -123.035764546851 46.2274270841092, -123.034719759951 46.2277273817628, -123.03371664739 46.2280897252815, -123.032762841086 46.2285113581934, -123.031865598337 46.2289890729142, -123.031031746634 46.2295192351181, -123.030267631732 46.2300978113575, -123.029579065417 46.2307203978088, -123.028971295845 46.2313822612573, -123.028448947378 46.232078364142, -123.028015997813 46.2328034098836, -123.027675745129 46.233551881468, -123.027430782298 46.2343180834038, -123.027282977445 46.2350961850425, -123.027233459514 46.2358802649354, -123.027282609557 46.2366643558876, -123.027430057701 46.2374424903681, -123.027674685838 46.2382087459302, -123.028014636015 46.2389572902962, -123.02844732445 46.2396824257631, -123.028969461099 46.2403786325907, -123.029577074602 46.2410406110412, -123.030265545343 46.2416633200569, -123.031029628058 46.2422420227038, -123.031863511945 46.2427723113155, -123.032760850274 46.2432501486034, -123.033714812647 46.2436718965177, -123.034718137025 46.2440343439795, -123.035763185054 46.2443347313589, -123.036842000281 46.2445707715108, -123.037946368797 46.2447406672096, -123.039067881858 46.2448431248478, -123.040198 46.2448773642956, -123.041328118142 46.2448431248478))",,2021-04-22 12:37:03
7414,corrected,rbosnyak,2017-10-30 17:17:00,[Remarks: Plotted according to UWBM 337 Lat/Long information],,,,-123.0203,46.1938,1000,"POLYGON ((-123.021429255004 46.2027621911269, -123.022549911507 46.2026597327562, -123.02365343657 46.202489835842, -123.024731427879 46.2022537939999, -123.025775677804 46.2019534044673, -123.02677823597 46.2015909544038, -123.027731469862 46.2011692034573, -123.028628122987 46.2006913627277, -123.029461370166 46.2001610702888, -123.030224869515 46.1995823634563, -123.030912814646 46.198959649916, -123.031519964338 46.1982976666559, -123.032041702481 46.1976014547573, -123.032474060741 46.1968763139951, -123.03281375158 46.1961277641481, -123.033058193185 46.1953615029598, -123.03320552901 46.1945833627499, -123.033254641795 46.1937992660081, -123.033205161942 46.1930151803093, -123.033057470202 46.1922370728927, -123.032812694651 46.1914708652517, -123.032472701978 46.190722388079, -123.032040083171 46.1899973369098, -123.031518133682 46.1893012288008, -123.030910828268 46.1886393603732, -123.030222787777 46.1880167692167, -123.029459256313 46.1874381886053, -123.028626041247 46.1869080223879, -123.027729483487 46.1864303040447, -123.026776405317 46.186008667931, -123.025774058496 46.1856463216574, -123.024730069118 46.1853460217183, -123.023652379641 46.1851100525509, -123.022549188525 46.1849402091843, -123.021428887936 46.1848377836072, -123.0203 46.1848035549576, -123.019171112064 46.1848377836072, -123.018050811475 46.1849402091843, -123.016947620359 46.1851100525509, -123.015869930882 46.1853460217183, -123.014825941504 46.1856463216574, -123.013823594683 46.186008667931, -123.012870516513 46.1864303040447, -123.011973958753 46.1869080223879, -123.011140743687 46.1874381886053, -123.010377212223 46.1880167692167, -123.009689171732 46.1886393603732, -123.009081866318 46.1893012288008, -123.008559916829 46.1899973369098, -123.008127298022 46.190722388079, -123.007787305349 46.1914708652517, -123.007542529798 46.1922370728927, -123.007394838058 46.1930151803093, -123.007345358205 46.1937992660081, -123.00739447099 46.1945833627499, -123.007541806815 46.1953615029598, -123.00778624842 46.1961277641481, -123.008125939259 46.1968763139951, -123.008558297519 46.1976014547573, -123.009080035662 46.1982976666559, -123.009687185354 46.198959649916, -123.010375130485 46.1995823634563, -123.011138629834 46.2001610702888, -123.011971877013 46.2006913627277, -123.012868530138 46.2011692034573, -123.01382176403 46.2015909544038, -123.014824322196 46.2019534044673, -123.015868572121 46.2022537939999, -123.01694656343 46.202489835842, -123.018050088493 46.2026597327562, -123.019170744996 46.2027621911269, -123.0203 46.2027964308195, -123.021429255004 46.2027621911269))",,2021-04-22 12:37:03
7415,corrected,thatguyken,2018-01-30 15:29:00,Locality information from UWBM 271 used for this locality.,,,,-123.82398,48.15933,340,"POLYGON ((-123.824378341203 48.1623760976511, -123.824773650247 48.1623412773424, -123.825162918064 48.1622835380673, -123.825543181594 48.1622033193297, -123.82591154635 48.1621012317434, -123.826265208461 48.1619780523831, -123.826601476025 48.1618347188669, -123.826917789604 48.1616723222173, -123.827211741716 48.1614920985523, -123.827481095161 48.161295419672, -123.827723800051 48.1610837826116, -123.82793800941 48.1608587982412, -123.828122093224 48.1606221789986, -123.828274650839 48.1603757258506, -123.82839452161 48.160121314581, -123.828480793714 48.15986088151, -123.828532811081 48.1595964087558, -123.828550178361 48.1593299091473, -123.828532763921 48.1590634109067, -123.828480700828 48.1587989422143, -123.828394385819 48.158538515776, -123.82827447627 48.1582841135081, -123.82812188518 48.1580376714575, -123.827937774213 48.1578010650707, -123.827723544848 48.1575760949239, -123.827480827705 48.1573644730229, -123.827211470134 48.1571678097771, -123.826917522147 48.1569876017465, -123.826601220821 48.1568252202564, -123.826264973264 48.156681900964, -123.825911338306 48.1565587344596, -123.825543007024 48.1564566579709, -123.825162782273 48.1563764482351, -123.82477355736 48.1563187155927, -123.824378294044 48.1562838993461, -123.82398 48.1562722644197, -123.823581705957 48.1562838993461, -123.82318644264 48.1563187155927, -123.822797217727 48.1563764482351, -123.822416992976 48.1564566579709, -123.822048661694 48.1565587344596, -123.821695026736 48.156681900964, -123.821358779179 48.1568252202564, -123.821042477853 48.1569876017465, -123.820748529866 48.157167809777, -123.820479172295 48.1573644730229, -123.820236455152 48.1575760949239, -123.820022225787 48.1578010650707, -123.81983811482 48.1580376714575, -123.81968552373 48.1582841135081, -123.819565614181 48.158538515776, -123.819479299172 48.1587989422143, -123.819427236079 48.1590634109067, -123.819409821639 48.1593299091473, -123.819427188919 48.1595964087558, -123.819479206286 48.1598608815101, -123.81956547839 48.160121314581, -123.819685349161 48.1603757258506, -123.819837906776 48.1606221789986, -123.82002199059 48.1608587982412, -123.820236199949 48.1610837826117, -123.820478904839 48.161295419672, -123.820748258284 48.1614920985523, -123.821042210397 48.1616723222173, -123.821358523976 48.1618347188669, -123.821694791539 48.1619780523831, -123.82204845365 48.1621012317434, -123.822416818406 48.1622033193297, -123.822797081936 48.1622835380673, -123.823186349753 48.1623412773424, -123.823581658797 48.1623760976511, -123.82398 48.1623877339453, -123.824378341203 48.1623760976511))",,2021-04-22 12:37:03
