locationID,decimalLongitude_x,decimalLatitude_x,coordinateUncertaintyInMeters,continent,country,stateProvince,county,locality ,georeferenceRemarks
2355,-119.76667,33.85,,North America,USA,California,Santa Barbara,Santa Rosa Island  Probably from 2 and 1/2 to 3 mi W of East Point ,Based on (g1)Channel Island
2363,-120.613024,36.553345,969,North America,USA,California,Fresno,"SE ridge, about 1/2 mi E of Tumey Gulch ",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
2815,-118.972318,34.913437,270,North America,USA,California,Kern,W side of Tecuya Creek,Standard uncertainty of 270 meters based on GeoLocate error measurement for two quarter sections.
2843,-119.76667,33.85,,North America,USA,California,Santa Barbara,Santa Rosa Island,Based on (g1)Channel Island
2889,-118.10278,33.70417,,North America,USA,California,Los Angeles,"S Huntington Beach, Petroleum Securities Company Well, Mills No 1  Depth 2820  ft ",Based on (g1)Huntington Beach
2977,-120.410752,36.0742,969,North America,USA,California,Fresno,"S of Coalinga, E side of Sec. 25",Standard uncertainty of 969 meters based on GeoLocate error measurement for one half section.
3244,-121.828472,37.517921,550,North America,USA,California,Alameda ,,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
4677,-120.3587,36.271099,550,North America,USA,California,Fresno,"Tejon fossils, (~1 mi) E of Oil City Coalinga",Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
5197,-120.34181,34.48605,,North America,USA,California,Santa Barbara,Arroyo Burro,
5350,-122.47902,47.583709,600,North America,USA,Washington,Kitsap,"Fairly common in late Pleistocene beds at Restoration Point, near Port Blakely.",[Remarks: Plotted at Restoration Point]
5417,-120.56878,34.55165,,North America,USA,California,Santa Barbara,"S slope of Western Santa Ynez Range, W side of Canada de los Sauces 12 mi aboave coast (in center of first O in Conceptcion on Guadalupe sheet) Upper part of limestone reef Cal Inst Tech loc 595 (label also adds 2 mi NW of Sudden)",
5510,-120.441568,36.374218,550,North America,USA,California,Fresno,Salt Creek,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
5742,-119.5139,34.3876,2500,North America,USA,California,Santa Barbara,Rincon Asphalt Mine,
5744,-119.27011,34.44583,,North America,USA,California,Ventura,"On divide between Ojai Valley and Upper Ojai Valley, on old road 1000' NE of abandoned well, 5 mi. E of town of Ojai.",Based on OJAI VALLEY
5762,-119.75167,34.06389,,North America,USA,California,Ventura,Santa Cruz Island.,Based on (g1)Santa Cruz Island
5830,-123.826312,48.157031,3036,North America,USA,Washington,Clallam,Gettysburg. From type locality,Marker placed by GeoLocate. It assumes description refers to Gettysburg Ranch. Uncertainty radius determined by GeoLocate.
5925,-120.165541,36.063725,60,North America,USA,California,Fresno,"North Dome, Kettleman Hills Mya zone",Standard uncertainty of 60 meters based on GeoLocate error measurement for offset from corner of the section.
5987,-123.014074,48.545406,1000,North America,USA,Washington,San Juan,"in mud, 25-35 fathoms, San Juan Islands. From the Marine Biological Station of the Univ. of Washington at Friday Harbor.",[Remarks: Plotted at Friday Harbor Laboratories]
6009,-124.061493,44.648649,969,North America,USA,Oregon,Lincoln,Nye shale near (500' S of) Jump Off Joe near Newport ,
6029,-119.967392,35.534748,969,North America,USA,California,Kern,"3,400' N of 36 degrees W of the McDonald Ranch in Sec. 31 N end of Temblor Range ",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
6750,-120.28432,34.56665,,North America,USA,California,Santa Barbara,Santa Rosa Hills,Based on SANTA ROSA HILLS
6763,-120.40771,34.58407,,North America,USA,California,Santa Barbara,"El Jaro Creek, western Santa Ynez Mts",Based on EL JARO CREEK->snapped to El Jaro Creek
6775,-118.91982,34.37139,,North America,USA,California,Ventura,"From a grey micaceous sandstone near the base of the Vaqueros Fm, on a sharp spur 1 mi E of Grimes Canyon, Santa Clara Valley",Based on GRIMES CANYON
6776,-118.83065,34.38222,,North America,USA,California,Ventura,Wiley Canyon,Based on WILEY CANYON
6797,-120.07987,34.61443,,North America,USA,California,Santa Barbara,"Basal Vaqueros conglomerates 25 mi SW of Buelton, western Santa Ynez Mts",Based on SANTA YNEZ
6800,-118.5075,34.00194,,North America,USA,California,Los Angeles,"Malibu Canyon, Santa Monica Mts",Based on (g1)Santa Monica
6803,-117.59283,33.64363,,North America,USA,California,Orange,"Fine grey sandstone near top of Vaqueros horizon, W side of Plano Trabuco, Santa Ana Mts",Based on PLANO TRABUCO
6834,-118.42369,33.76696,,North America,USA,California,Los Angeles,S of Resort Point ,Based on RESORT POINT
6836,-118.29396,33.70502,,North America,USA,California,Los Angeles,"Point Fermin, chiton bed. ",Based on POINT FERMIN
6921,-118.645296,34.441906,550,North America,USA,California,Los Angeles,"At head of ravine in SE corner of section 10 about 0.2 m i N of corner, in the Dendraster bed, elevation 1300' by contour",Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
6952,-118.10528,34.00944,,North America,USA,California,Los Angeles,"Std Oil Co Temple 19 oil well, Montebello Oil field ",Based on MONTEBELLO
7002,-123.617378,46.572047,3000,North America,USA,Washington,Pacific,Holcomb ,[Remarks: Plotted at Holcomb]
7036,-119.650508,35.317936,969,North America,USA,California,Kern,"McKittrick Hills Oil Co well #2,  in Buena Vista Hills, a portion of the Midway-Sunset Oil Field ",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7037,-119.614983,35.288925,969,North America,USA,California,Kern,"outcrop in Buena Vista Hills, a portion of the Midway-Sunset Oil Field ",TRS changed based on 7036. Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7038,-119.36676,35.14484,969,North America,USA,California,Kern,"Honolulu Oil Corp Well, in Buena Vista Hills, a portion of the Midway-Sunset Oil Field ",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7039,-119.462859,35.084103,969,North America,USA,California,Kern,"General Petroleum Corp Well #18 Midnorth, in Buena Vista Hills, a portion of the Midway-Sunset Oil Field ",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7041,-119.650464,35.405018,969,North America,USA,California,Kern,"Lacy Esper Petroleum Co well  #1, in Buena Vista Hills, a portion of the Midway-Sunset Oil Field ",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7045,-119.614983,35.288925,969,North America,USA,California,Kern,"outcrop in Buena Vista Hills, a portion of the Midway-Sunset Oil Field ",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7048,-119.409524,35.083965,968,North America,USA,California,Kern,"Standard Oil Co Well, in Buena Vista Hills, a portion of the Midway-Sunset Oil Field ",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7049,-119.38442,35.144691,969,North America,USA,California,Kern,"Standard Oil Co Well, in Buena Vista Hills, a portion of the Midway-Sunset Oil Field ",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7051,-120.681199,35.972645,969,North America,USA,California,Kern,"Indian Valley Creek, E outcrop, in Buena Vista Hills, a portion of the Midway-Sunset Oil Field ",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7120,-122.9378,46.4086,1000,North America,USA,Washington,Lewis,"From shale in W bank of the Cowlitz River, just below large bend, about 1.75 mi E of Vader (Little Falls)",[Remarks: Plotted according to TRS information. Near Cowlitz River and Vader]
7257,-119.947233,35.479702,550,North America,USA,California,Kern,Near headwaters of W branch of Media Agua Creek,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
7276,-118.731989,34.247921,270,North America,USA,California,Ventura,S side of Simi Valley ,Standard uncertainty of 270 meters based on GeoLocate error measurement for two quarter sections.
7309,-120.21256,35.988998,550,North America,USA,California,Fresno,"in base of conglomerate above blue sandstone, Coalinga district",Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
7318,-120.842747,35.753433,270,North America,USA,California,San Luis Obispo,"3 mi SW on S side and up the Nacimiento River from the Nacimiento Ranch house, well toward the head of a ravine NW of 1,108' hill ",Standard uncertainty of 270 meters based on GeoLocate error measurement for two quarter sections.
7373,-122.867476,47.807115,1000,North America,USA,Washington,Jefferson,"1 mi S on W shore of bay, from boulders not in place, near Quilcene (UW? Loc 353",[Remarks: Plotted according to UWBM 353 Lat/Long information]
7393,-122.96437,46.402447,1000,North America,USA,Washington,Lewis,In west bank of Olequah Creek about one-eight mile north of Vader station (UW Loc 324). ? Same as NP 65: Olequa Creek between falls & town of Little Falls,[Remarks: Plotted on W bank of Olequa Creek just NW of Vader]
7394,-122.9378,46.4086,1000,North America,USA,Washington,Lewis,W bank of Cowlitz River at bend and extending several hundred feet below near Vader ,[Remarks: Plotted according to TRS information. Near Cowlitz River and Vader]
7399,-123.0203,46.2084,1000,North America,USA,Washington,Cowlitz,"On W bank of Coal Creek about 1/2 mi above where small creek enters on E, at Inman-Polson Poulson shops (UW Loc 343)",[Remarks: Plotted according to UWBM 343 Lat/Long information]
7405,-122.96486,46.402608,1300,North America,USA,Washington,Lewis,"In bed of small creek entering Olequah Creek on the E, near Vader Opposite loc 324 ",[Remarks: Plotted on Olequa Creek just W outside of Vader]
7408,-123.040198,46.235881,1000,North America,USA,Washington,Cowlitz,"Back of old Laybo place about 1/2 mi below old Inman-Polson camp, on Coal Creek Variously given as Lewis County",[Remarks: Plotted near Inman-Polson camp according to TRS information from PRI 6776]
7414,-123.0203,46.1938,1000,North America,USA,Washington,Cowlitz,on Coal Creek about 1/2 mi above old dam (UW loc 337),[Remarks: Plotted according to UWBM 337 Lat/Long information]
7415,-123.82398,48.15933,340,North America,USA,Washington,Clallam,"Cliff, S shore of Strait of Juan de Fuca, abuot 1,000' W of locality 258 UW Loc 271",Locality information from UWBM 271 used for this locality.
7439,-122.982531,46.403519,1000,North America,USA,Washington,Lewis,"At McClarety ranch on the S bank of Stillwater Creek 1 mi W of Vader (UW loc 319, old UW loc 294)",[Remarks: Plotted on south bank of Stillwater Creek approximately 1 mile W of Vader]
7473,-123.0203,46.2084,1000,North America,USA,Washington,Cowlitz,About 1/4 mi above Inman-Polson Poulson shops on Coal Creek,[Remarks: Plotted according to UWBM 342 Lat/Long information]
7535,-123.2415,46.814865,1000,North America,USA,Washington,Grays Harbor,"In RR cut, Union Pacific Railway, 2000 ft E of Oakville bridge over Chehalis River",[Remarks: Plotted according to Lat/Long information from UWBM 42]
7545,-123.027079,46.745219,3300,North America,USA,Washington,Lewis,Union Pacific RR cut 1/5 mi N of Galvin Station ,[Remarks: Plotted approximately 1/5 mi N of Galvin according to GeoLocate]
7587,-123.699708,48.165619,500,North America,USA,Washington,Clallam,"At Joice station, 1/4 mi E of Tongue Point RR at Port Crescent (UW Loc 358)",Locality information from UWBM 358 used for this locality.
7629,-123.44755,46.92134,5000,North America,USA,Washington,Grays Harbor,"18,000 ft up from the Union Pacific Railway crossing UW Loc 44 UW Loc 43 is the same as Loc 44 but 2000 ft lower",[Remarks: Unable to locate UW localities 43 or 44 in spreadsheet. Plotted according to Lat/Long information from UWBM 45 which has similar locality description]
7726,-118.55417,33.00556,,North America,USA,California,Ventura,"Channel Islands; S San Clemente Island, China Point LACM Loc 189",Based on (g1)San Clemente Island
7739,-120.093624,35.618237,550,North America,USA,California,Kern,Temblor Range 250-500' above basal Miocene,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
7740,-120.101254,36.072441,969,North America,USA,California,Fresno,Superior Oil Co well Hansen #1 ,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7741,-119.231175,35.63821,969,North America,USA,California,Fresno,General Petroleum Corp KCL well #25-1 ,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7742,-119.526496,36.087208,969,North America,USA,California,Tulare,King Tulare Syndicate Palmer well #25-1 ,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7745,-119.473601,35.376526,969,North America,USA,California,Kern,"Graham & Young, McAdams well #1",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7747,-120.101247,36.057976,969,North America,USA,California,Fresno,Associated Oil Co Whepley well #1 ,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7750,-120.01194,35.971058,969,North America,USA,California,Kings,Associated Oil Co Watson well #1 ,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7754,-120.01194,35.971058,969,North America,USA,California,Kings,Associated Oil Co Watson well #1 ,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7757,-119.168312,34.34844135,4000,North America,USA,California,Ventura,Aliso Canyon.,
7758,-120.382805,36.334457,969,North America,USA,California,Fresno,"From Domengine Reef on Domengine Creek, near center of Sec. 30",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7760,-118.369303,34.010632,969,North America,USA,California,Los Angeles,Pacific Western Oil Co Rubel well No 16 Huntington Beach,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7761,-118.902726,35.547146,100,North America,USA,California,Kern,"E side of Adobe Canyon, 1/4 mi N and 1/8 mi E of the SW 1/4 Sec. 30",Uncertainty of 100 meters based on imprecision in measurement.
7763,-117.978681,33.650894,969,North America,USA,California,Los Angeles,Petroleum Sec.urities Co Mills well No 1 Huntington Beach  ,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7766,-120.41708,35.477009,969,North America,USA,California,San Luis Obispo,Quailwater Creek 78 mi E of Creston,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7767,-122.019542,38.386701,1000,North America,USA,California,Solano,"3 mi N of Vacaville, in bed of Ulatis Creek, SW side of Dunn Peak.",Interpreted to be a Ulatis Creek locality. Marker placed in centerpoint of known Ulatis Creek localities. Uncertainty radius encompasses surrounding known fossiliferous areas.
7773,-118.31507,33.79224,,North America,USA,California,Los Angeles,"Lomita Quarry, Palos Verdes Hills",Based on LOMITA
7830,-122.976625,46.259714,1000,North America,USA,Washington,Cowlitz,At Scattagrece Falls (UW loc 370),[Remarks: Plotted at approximate location of Scattagrece Falls]
7857,-120.934972,35.683331,60,North America,USA,California,,,Standard uncertainty of 60 meters based on GeoLocate error measurement for the center of one section.
7862,-120.684206,36.595818,969,North America,USA,California,Fresno,Lodo Gulch,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
7952,-122.741142,41.867359,3000,North America,USA,California,Siskiyou,"Centennial Mine at Gottville publication says formerly Honolulu, internet says Gottsville",Uncertainty radius encompasses surrounding area.
7989,-119.93706,34.60604,,North America,USA,California,Santa Barbara,"Just NW of right angle in stream on W bank of E fork of Cachuma Creek, 3.75 mi S of intersection of Long 119 50' W and Lat 34 40' N",Based on CACHUMA CREEK->snapped to Cachuma Creek
7990,-119.66536,34.68704,,North America,USA,California,Santa Barbara,Indian Creek where it intersects limestone beds 4 mi S of Big Pine Mt,Based on BIG PINE MOUNTAIN->snapped to Indian Creek
8380,-119.6946,34.407,50,North America,USA,California,Santa Barbara,Bathhouse Beach,
8524,-122.434581,47.833151,73000,North America,USA,Washington,King,"Puget Sound, 30 fathoms.",
9362,-118.95038,34.4,,North America,USA,California,Ventura,oil rocks in the Sespe oil district.,Based on SESPE
9498,-123.875899,40.756333,500,North America,USA,California,Humboldt,"Mad River: fine grained, poorly compacted and poorly cemented buff to gray arkosic SS on Boulder Creek ",Large uncertainty due to vauge desciption
9517,-124.058333,40.024984,2000,North America,USA,California,Mendocino,Pacific Ocean 10 mi SE of Shelter Cove,
9802,-119.38706,34.72498,,North America,USA,California,Ventura,"Stone Corral Canyon, Sespe Range.",Based on CORRAL CANYON
10338,-120.392654,36.111252,60,North America,USA,California,Fresno,"Coalinga District Glycymeris bed on N side of Alcalde Canyon, 2 mi NE of Alcalde",Standard uncertainty of 60 meters based on GeoLocate error measurement for the center of one quarter section.
10391,-120.5705,34.9141,1000,North America,USA,California,Santa Barbara,Waldorf Asphalt mine,
12115,-123.889576,45.471169,647,North America,USA,Oregon,Lincoln,"Memaloose Point, Tillamook Bay",
12130,-123.802841,46.185717,4759,North America,USA,Oregon,Clatsop,Astoria.,The pin is in the center of Astoria and the  uncertainty radius includes the whole of the city.
12132,-124.06037,44.70408,3889,North America,USA,Oregon,Lincoln,2 mi. N of Yaquina Head.,
12135,-118.291,33.735,,North America,USA,California,Los Angeles,,Based on (g1)San Pedro
12289,-119.76667,33.85,,North America,USA,California,Santa Barbara ,"Santa Rosa Island Near loc 12288: Quaternary drift soil, over 100 ft below the surface on the NW side of Santa Rosa Island, Santa Barbara Cty, CA",Based on (g1)Channel Island
12329,-120.41667,34,,North America,USA,California,Santa Barbara,San Miguel Island,Based on (g1)San Miguel Island
12336,-119.76667,33.85,,North America,USA,California,Santa Barbara,Santa Rosa Island,Based on (g1)Channel Island
12738,-119.44179,34.35666,,North America,USA,California,Ventura,"Punta Gorda, 1 mi. W of Rincon Oil Field",Based on PUNTA GORDA
12739,-121.799449,42.230422,9434,North America,USA,Oregon,,In a new highway cut at the N end of Klamath Falls. ,
13117,-122.698536,40.352026,500,North America,USA,California,Shasta,Fiddler's Gulch-just beneath the big conglom 3/4 mi. above mouth of creek.,Uncertainty radius encompasses surrounding .25 mi.
13130,-124.427899,43.110312,332,North America,USA,Oregon,Curry,About 3/4 mi SW of Bandon at Grave Point.,
13132,-124.556573,43.012534,15511,North America,USA,Oregon,Curry,"Cape Blanco, from upper brown sandstone member of the Elk River formation, near the town of Bandon.",
13188,-118.291,33.735,,North America,USA,California,Los Angeles,,Based on (g1)San Pedro
13191,-118.291,33.735,,North America,USA,California,Los Angeles,,Based on (g1)San Pedro
13207,-124.558111,42.839301,411,North America,USA,Oregon,Curry,"Near top of S trending cliff S of road to Cape Blanco lighthouse at 61M elev UCMP locality A-8712, and CAS loc 41270",
13631,-118.69287,34.29806,,North America,USA,California,Ventura,"Las Llajas Canyon, Santa Susana Mts.",Based on LAS LLAJAS CANYON
13633,-117.90833,33.60833,,North America,USA,California,Los Angeles,"Second bed from the top gulley in Dry Creek of E end of Newport Bay Estuary, Palos Verdes sand",Based on (g1)Newport Bay
13665,-120.45794,34.63915,,North America,USA,California,Santa Barbara,"The Celite Company's No 9 quarry, 14 miles south of the intersection of Ocean Avenue and C Street in the town of Lompoc, San Bernardino County sic, California. 200 feet above the base of the deposit of diatomaceous earth",Based on LOMPOC
13731,-121.815558,39.220801,8434,North America,USA,California,Sutter,Marysville Buttes,Marysville Buttes is the old name for Sutter Buttes. Placed marker at middle of Sutter Buttes. Uncertainty radius encompasses entire area of Sutter Buttes.
13733,-121.815558,39.220801,8434,North America,USA,California,Sutter,Marysville Buttes,Marysville Buttes is the old name for Sutter Buttes. Placed marker at middle of Sutter Buttes. Uncertainty radius encompasses entire area of Sutter Buttes.
14539,-117.67755,33.75641,,North America,USA,California,Orange,Near Santiago Canon and Silverado Canon,Based on SILVERADO CANYON
16437,-119.0831,34.42184,,North America,USA,California,Ventura,"On the Ventura anticline between Ventura River and Santa Paula Creek, 14,500 ft N, 12,300 ft W of 34 15' N, 119 15' W",Based on (g1)Santa Paula Creek->snapped to Santa Paula Creek
21990,-120.363175,36.256561,969,North America,USA,California,Fresno,Coalinga Area,Standard uncertainty of 969 meters based on GeoLocate error measurement for one half section.
21992,-122.237941,40.916961,20,North America,USA,California,Shasta,"Samwel Cave located along E bank of McCloud River, 16 mi above its mouth (UCMP loc 1008)",Uncertainty radius encompasses entire cliffside which may contain cave opening.
23707,-119.99167,33.99444,,North America,USA,California,Santa Barbara,Santa Rosa Is Bechers Bay,Based on (g1)Santa Rosa Island  Bechers Bay
25704,-120.23279,35.743034,550,North America,USA,California,Kern or SLO,,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
25783,-119.73346,35.623043,969,North America,USA,California,Kern,"Lost Hills, Prestige Well #1 ",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
25784,-119.751262,35.666458,969,North America,USA,California,Kern,"Lost Hills, Universal Oil Co Well #2, depth 440-490'",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
25791,-119.733453,35.608624,969,North America,USA,California,Kern,"Lost Hills, Vulcan Oil Co Well #3 1000'  ",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
25795,-120.067764,36.049015,270,North America,USA,California,Kings,Kettleman Hills ,Standard uncertainty of 270 meters based on GeoLocate error measurement for two quarter sections.
25802,-120.101254,36.072441,969,North America,USA,California,Fresno,Superior Oil Co well Hansen #1,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
26064,-118.948097,35.448772,969,North America,USA,California,Kern,"Clyde De Lano well No 1, Depth: 833-835' ",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
26802,-119.954117,35.960403,60,North America,USA,California,Fresno,"Kettleman Hills Area, Etchegoin ",Standard uncertainty of 60 meters based on GeoLocate error measurement for the center of one quarter section.
26805,-120.168016,36.068989,60,North America,USA,California,Fresno,"Etchegoin fossils, West flank, Kettleman Hills area ",Standard uncertainty of 60 meters based on GeoLocate error measurement for the center of one quarter section.
26809,-119.975699,36.072464,60,North America,USA,California,Kings ,"North Dome, Kettleman Hills",Standard uncertainty of 60 meters based on GeoLocate error measurement for the center of one half section.
26811,-119.940845,35.92749,60,North America,USA,California,Kings,Kettleman Hills Upper Mya zone of the San Joaquin clays ,Standard uncertainty of 60 meters based on GeoLocate error measurement for the center of one half section.
26814,-119.958473,35.94202,969,North America,USA,California,Kings ,Kettleman Hills; Pecten Coalingensis Zone,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
26815,-119.971187,36.076099,550,North America,USA,California,Kings ,Kettleman Hills,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
26817,-120.168004,36.076252,550,North America,USA,California,Fresno,"Kettleman Hills, North Dome ",Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
26820,-119.963032,35.916676,550,North America,USA,California,Kings,"Kettleman Hills, N plunge, Middle Dome Mulinia bed",Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
27072,-120.029507,36.014282,60,North America,USA,California,Kings,Kettleman Hills Upper Mulinia zone ,Standard uncertainty of 60 meters based on GeoLocate error measurement for the center of one section.
27073,-120.154896,36.011223,60,North America,USA,California,Kings ,Kettleman Hills; Pecten Coalingensis Zone ,Standard uncertainty of 60 meters based on GeoLocate error measurement for the center of one half section.
27174,-121.891609,37.943027,550,North America,USA,California,Contra Costa,0.25 mile east 200 feet north southwest corner Sec. 8 T1N R1E,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
27185,-118.721071,34.32613,60,North America,USA,California,Ventura,"Simi Ranch, Topo Canyon CAS Loc 27185",Standard uncertainty of 60 meters based on GeoLocate error measurement for the center of one quarter section.
27276,-120.349625,36.26025,969,North America,USA,California,Fresno,S of Oil City ,Standard uncertainty of 969 meters based on GeoLocate error measurement for one half section.
27278,-119.219187,35.056602,60,North America,USA,California,Kern,"75 mi SE of Maricopa Road cut on E side of small canyon draining northward into Cienega syncline, located 2,000' S and 1,350' E of NW cor of Sec. 10 ",Standard uncertainty of 60 meters based on GeoLocate error measurement for offset from corner of the section.
27379,-124.402423,47.749311,1000,North America,USA,Washington,Jefferson,,[Remarks: Plotted according to TRS information]
27409,-118.803238,34.383171,60,North America,USA,California,Ventura,,Standard uncertainty of 60 meters based on GeoLocate error measurement for offset from corner of the section.
27478,-120.031526,35.705585,550,North America,USA,California,Kern,SW Devil's Den area,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
27515,-123.727074,46.934771,1000,North America,USA,Washington,Grays Harbor,,[Remarks: Plotted according to TRS information]
27625,-119.853799,35.444878,550,North America,USA,California,Kern,Carneros Creek,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
27649,-122.568313,48.398945,1000,North America,USA,Washington,Mason,"Big Hope Island. Between Fidalgo and Whitby Islands, Puget Sound, Mason County, Washington",[Remarks: Plotted on Hope Island between Whidbey and Fidalgo islands]
27650,-122.18775,37.83159,,North America,USA,California,Los Angeles,,Based on CANYON
27658,-124.06375,44.648998,3036,North America,USA,Oregon,Lincoln,,
27659,-124.05728,44.733045,6123,North America,USA,Oregon,Lincoln ,,
27789,-119.786259,35.695141,969,North America,USA,California,Kings,"AO Williamson No 1 well, depth 2295-2333'",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
27819,-121.29019,37.497253,550,North America,USA,California,"Stanislaus
",Kern Creek,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
28030,-118.61203,34.3775,,North America,USA,California,Los Angeles,,Based on PICO
28136,-118.291,33.735,,North America,USA,California,Los Angeles,,Based on (g1)San Pedro
28137,-118.291,33.735,,North America,USA,California,Los Angeles,,Based on (g1)San Pedro
28275,-119.444666,35.78289,969,North America,USA,California,,"Title, Guaranty & Trust #1 Elev 215' SO Co T& G, no 1 ",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
28461,-118.98871,34.28167,,North America,USA,California,Ventura,"Las Posas Valley, Ventura county, California",Based on LAS POSAS
28470,-120.504406,35.912041,270,North America,USA,California,Monterey,,Standard uncertainty of 270 meters based on GeoLocate error measurement for two quarter sections.
28471,-120.747792,35.998211,550,North America,USA,California,Monterey,NW bank of Walker Canyon,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
28472,-120.504452,35.908382,270,North America,USA,California,Monterey,,Standard uncertainty of 270 meters based on GeoLocate error measurement for two quarter sections.
28473,-120.571205,35.92342,270,North America,USA,California,Monterey,,Standard uncertainty of 270 meters based on GeoLocate error measurement for two quarter sections.
28478,-120.668722,36.004475,550,North America,USA,California,Monterey,Along bank of creek running SE,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
28484,-119.0176,34.33333,,North America,USA,California,Ventura,"S flank of South Mountain in road cut in W bank of unnamed canyon, 2 3/4 mi N 21 degree W from B.M. 313. CAS Loc 28484",Based on SOUTH MOUNTAIN
28490,-119.286172,34.687893,969,North America,USA,California,San Luis Obispo,"Upper Cuyama Valley, on Reyes Creek",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
28493,-122.226616,38.555246,550,North America,USA,California,Napa,West side Berryessa Valley,Interpreted to be a Lake Berryessa locality. Marker placed in center of NE corner of Sec. 7 T8N R3W MDBM. Uncertainty radius standard for one quarter section.
28516,-120.612981,36.568073,969,North America,USA,California,Fresno,"Tuney Gulch, Temblor Miocene, 200' stratigraphically above the Temblor-Kreyenhagen contact  Center of Sec. 1, bed on N side of gulch",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
28523,-120.500545,36.506119,969,North America,USA,California,Fresno,"Arroyo Ciervo area, first deep gully cutting Temblor - Kreyenhagen Beds N of Arroyo Ciervo",Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
28529,-118.98871,34.28167,,North America,USA,California,Ventura,3 miles N 58 and 1/2 degrees W of B.M. 313 in Las Posas Valley,Based on LAS POSAS
28532,-119.186532,34.571026,550,North America,USA,California,Ventura,section exposed along trail from Latrop's ranch house to Piedra Blanca Creek about 2 mi from Lathrop's ,Standard uncertainty of 550 meters based on GeoLocate error measurement for one quarter section.
28534,-118.98871,34.28167,,North America,USA,California,Ventura,"N60W, 3-3/8 miles from B.M. 313' in Las Posas Valley; Upper part of Pico of Kew",Based on LAS POSAS
28537,-118.98871,34.28167,,North America,USA,California,Ventura,"N 69 degrees W 3 miles from B.M. 313' in Las Posas Valley, in bottom of deep gully ",Based on LAS POSAS
28559,-119.706,34.409,250,North America,USA,California,Santa Barbara,"At base of Santa Barbara sands and marls on trail on NE slope of Packard's Hill, Santa Barbara",
28573,-119.814887,35.985107,969,North America,USA,California,Kings ,Fossils from cores in the Etchegoin,Standard uncertainty of 969 meters based on GeoLocate error measurement for one section.
28645,-119.75167,34.06389,,North America,USA,California,Santa Barbara,"Channel Islands: Santa Cruz Island, in gully 5,300' S along the coast & 9,200' E of Kinton Point ",Based on (g1)Santa Cruz Island
